image_path,identification_label,diagnosis_label,source
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_healthy_sapi_u_6.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_infected_moazx-1-_jpg.rf.6077bdbbd27a0310e7125ed4a33fc363.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_infected\FMD__4_jpg.rf.3ebe7f5afcb031a332c311f8691b9369.jpg,0,1,cattle_infected
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\healthy_cattle_BB19012024165901_front_png_jpg.rf.d09f8d0a4f53a59bbd2c35d0f99471f0.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\healthy_cattle_sapi_x_14.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_infected\moazx-4-_jpg.rf.762d4bc2dad44d547c7a08eba984a0aa.jpg,0,1,cattle_infected
c:\Users\USER\Desktop\Data_AniLink\cattle_infected\-33-_jpg.rf.40846681f33019bb2ce036dcb06e24fd.jpg,0,1,cattle_infected
c:\Users\USER\Desktop\Data_AniLink\cattle_infected\Diseased tongue 12.jpg,0,1,cattle_infected
c:\Users\USER\Desktop\Data_AniLink\cattle_infected\264-IMG_2533_illuminated_jpg.rf.1b6d7a63054d08d97167ba9efb821534.jpg,0,1,cattle_infected
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\imgs497.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\kaggle_Cow_0051.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\healthy_cattle_imgs115.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_healthy_Non-diseased-muzzle-13_jpg.rf.faa966ea7731568601620bfa76317277.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\pexels_8365304.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\pexels_29463634.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\healthy_cattle_imgs357.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\Jerseycattle79.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\healthy_cattle_imgs355.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_infected\mosap-394-_jpg.rf.f2d1dfd1a901b2afbf6c42317e70169e.jpg,0,1,cattle_infected
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\healthy_cattle_imgs504.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\healthy_cattle_BrownSwisscattle95_c.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_healthy_Jerseycattle20.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\healthy_cattle_imgs376.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_infected\moazx-143-_jpg.rf.029d2a0b05b9bab298e4aa0a2bcb441d.jpg,0,1,cattle_infected
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_healthy_imgs453.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_healthy_imgs311.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_infected\Diseased udder 8.jpg,0,1,cattle_infected
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_healthy_Jerseycattle1.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\Ayrshirecattle90_c.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_infected_10-foot-mouth-disease-fmd-ulcers-palate_jpg.rf.9e4fc1e5ef96c8b52bc0926753aa14ef.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_infected_099-IMG_0790_illuminated_jpg.rf.0a47d23759c6f50d34783f094bada681.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\Ayrshirecattle106.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_infected_foot-and-mougth-26-_jpg.rf.01ef0f1584fe4557e7b0beaa5930b870.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\HolsteinFriesiancattle85_c.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\kaggle_Cow_0114 - Copy.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_infected_foot-and-mougth-11-_jpeg.rf.ef9f3be15830e947ef1516b9487f5551.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\Jerseycattle15.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_infected\foot-and-mougth-5-_png_jpg.rf.9750ef1a7d1c6067e6dfe64bdcd6a977.jpg,0,1,cattle_infected
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\pexels_7821240.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_infected_mosap-115-_jpg.rf.e88ef1c364608458e94fd27345c8fe84.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\temp_file_1700807847011_jpeg_jpg.rf.bfe1c03ff828fb46b1e9155ec5e752b7.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_healthy_Normal_Skin_224_png.rf.4d083f0a56b6d881211fa07e19edf130.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_infected\moazx-107-_jpg.rf.f82e84d5b43f3061b09e97c02579d8d6.jpg,0,1,cattle_infected
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_healthy_imgs460.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_healthy_imgs511.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_infected\mosap-101-_jpg.rf.6e4d1908e9b7d0a4a961e26ce596983a.jpg,0,1,cattle_infected
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\Ayrshirecattle28.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\imgs373.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\healthy_cattle_imgs331.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_healthy_imgs337.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\healthy_cattle_Non-diseased-muzzle-13-with-tongue_jpg.rf.8723f0083d06f68cd8ee2c8a0570e62d.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\kaggle_Cow_0057 - Copy.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\kaggle_Cow_0026.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\sapi_e_11.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_infected\Diseased tongue 10.jpg,0,1,cattle_infected
c:\Users\USER\Desktop\Data_AniLink\cattle_infected\FMD_001_jpg.rf.80292dc75269b6d4794de313db816e33.jpg,0,1,cattle_infected
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_infected_264-IMG_2529_JPG.rf.664612f4f9423d0d667b8ee03e1ae942.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_healthy_Non-diseased-muzzle-17-with-tongue_jpg.rf.a2c1951304306e29c06ef1bf358f247e.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_infected_Diseased-dental-pad-13_jpg.rf.fa38106adfb83382792814e236ee52cf.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\pexels_705405.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_infected_foot-and-mougth-28-_png.rf.148f5d332c4c2bbe1fe8ff04df687baf.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_infected\moazx-104-_jpg.rf.1d3c8793434686a4183ff9e322f3361d.jpg,0,1,cattle_infected
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\healthy_cattle_imgs072.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_infected_foot-and-mougth-32-_png_jpg.rf.27db554e5bb33175a079ef0b87d97beb.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\imgs448.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_infected\mosap-397-_jpg.rf.8aacecb9b165f87c404bf655dfa6d7d7.jpg,0,1,cattle_infected
c:\Users\USER\Desktop\Data_AniLink\cattle_infected\264-IMG_2535_JPG.rf.f8da85100c9d7c43e520058a2d4b5258.jpg,0,1,cattle_infected
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\Ayrshirecattle138_c.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\healthy_cattle_imgs145.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_healthy_sapi_i_4.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\healthy_cattle_HolsteinFriesiancattle135.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\pexels_29374204.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\BrownSwisscattle6.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_validation_infected_Drooling cow 6.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\BrownSwisscattle85.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\healthy_cattle_imgs003.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\kaggle_Cow_0174.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_infected\153-IMG_1322_JPG.rf.636950c273b9d644a99a063d16180a5d.jpg,0,1,cattle_infected
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\healthy_cattle_HolsteinFriesiancattle132.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_infected_Diseased foot 11.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_healthy_BrownSwisscattle107.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\pexels_15110790.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\kaggle_Cow_0309.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\pexels_27905670.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_healthy_imgs355.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_healthy_imgs336.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\HolsteinFriesiancattle73.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_healthy_imgs459.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\healthy_cattle_HolsteinFriesiancattle39.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\imgs450.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_infected\foot-and-mougth-36-_png_jpg.rf.626bda4378fccce6eb8e623921ef8fef.jpg,0,1,cattle_infected
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\Non-diseased-muzzle-4_jpeg.rf.7cdad39a105c449c4c12c2f71cad1043.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\healthy_cattle_imgs470.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\healthy_cattle_imgs441.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\healthy_cattle_HolsteinFriesiancattle36.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\imgs034.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\healthy_cattle_Normal_Skin_19_png.rf.1a6bbe7a4bae2d25e3aec1fe371a74cf.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_infected\Diseased tongue 4.jpg,0,1,cattle_infected
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_healthy_imgs036.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\kaggle_Cow_0050.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_healthy_Ayrshirecattle97.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\Jerseycattle124_c.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\Non-diseased muzzle 43 with tongue.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_infected_FMD__7_jpg.rf.bd48940435684bcc8d2538dd40fe901e.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\HolsteinFriesiancattle102.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\pexels_27896613.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\healthy_cattle_sapi_t_1.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_healthy_imgs020.jpg,0,0,cattle_healthy
"c:\Users\USER\Desktop\Data_AniLink\cattle_infected\2 day vesicle, steer, foot .jpg",0,1,cattle_infected
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\healthy_cattle_imgs419.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\RedDanecattle84.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\imgs308.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_healthy_Non-diseased-muzzle-41-with-tongue_jpg.rf.232d6c9975943c7263860d138204b970.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_infected\mosap-402-_jpg.rf.2f260cc9f30c23e8ed973bc78c8a82aa.jpg,0,1,cattle_infected
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\RedDanecattle62_c.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_healthy_imgs246.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\healthy_cattle_imgs036.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\imgs036.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\healthy_cattle_imgs365.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_healthy_imgs275.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_infected_moazx-31-_jpg.rf.0092cffa90605a3a0973cac6513ba1e2.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\RedDanecattle91.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\RedDanecattle43_c.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\imgs377.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_infected\moazx-108-_jpg.rf.b498ea3e79d99a086c1643b4d150f383.jpg,0,1,cattle_infected
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\Non-diseased-muzzle-40-with-tongue_jpg.rf.576136cbcdc0606ffa4fbefca2b4365c.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\pexels_13639748.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_infected_moazx-316-_jpg.rf.03744004979fe1645b7f38bab64fc783.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\RedDanecattle86.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\kaggle_Cow_0048 - Copy.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_infected_153-IMG_1314_JPG.rf.dbc520c24eb946fae33b9cf1b653aeaa.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_healthy_Non-diseased muzzle 5 with tongue.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_infected_Screenshot__-_-_-_-_-_-_-_-_-_-_-_-_-_-_png.rf.e95302b22d54473bf9a08ce9ba1f386a.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_infected_mosap-79-_jpg.rf.42ec91845be481f5cdebb16bf545acd0.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\pexels_18852558.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\HolsteinFriesiancattle149.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\healthy_cattle_RedDanecattle143.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\pexels_301600.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\Ayrshirecattle70.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\imgs143.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_validation_infected_264-IMG_2523_illuminated_jpg.rf.011ce050b798d352e1f776c0b9f7b9f7.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\imgs379.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_infected_-6-_jpg.rf.1cde7ac9da3117060c723fa4d9e400b8.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\Non-diseased-muzzle-9_jpg.rf.1c87c5fda40860804aaf70dcb9a8688b.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\imgs329.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_healthy_Non-diseased-muzzle-36-with-tongue_jpg.rf.37fcb7fa08dc7a23209b0cf739cb0a5b.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\kaggle_Cow_0091 - Copy.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\kaggle_Cow_0378.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_infected_FMD_40_jpg.rf.27d44bd4374a32cad80948d77c317f0d.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\Non-diseased udder 44.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\HolsteinFriesiancattle8.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\Non-diseased-muzzle-21_jpg.rf.55b5e360a2c963a48e29a332230c915d.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\pexels_13033480.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\BrownSwisscattle84.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\kaggle_Cow_0149 - Copy.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_healthy_Non-diseased udder 28.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_healthy_imgs050.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\imgs397.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\kaggle_Cow_0150 - Copy.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\healthy_cattle_Ayrshirecattle134.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\imgs391(1).jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_infected\FMD_002_jpg.rf.edadca94ecbdf5668aef702f0a2a3153.jpg,0,1,cattle_infected
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\kaggle_Cow_0095.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_healthy_imgs474.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\BrownSwisscattle111.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\healthy_cattle_imgs306.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\RedDanecattle142_c.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\pexels_35265815.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\healthy_cattle_Jerseycattle11.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_infected\Diseased foot 21.jpg,0,1,cattle_infected
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\healthy_cattle_HolsteinFriesiancattle125.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_infected\foot-and-mougth-1-_png_jpg.rf.5dfed1108ccd84628ca5d54174d4c58b.jpg,0,1,cattle_infected
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\healthy_cattle_RedDanecattle27.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_infected\153-IMG_1320_illuminated_jpg.rf.2421ce1a373d5004f93ef52d6cf6bd5e.jpg,0,1,cattle_infected
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\Jerseycattle87_c.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\Non-diseased-muzzle-32-with-tongue_jpg.rf.048c8bb0e9f0619fcc8a9e8ba95eb84c.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\Non-diseased-muzzle-13-with-tongue_jpg.rf.8723f0083d06f68cd8ee2c8a0570e62d.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\imgs020.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\Non-diseased udder 46.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\kaggle_Cow_0119.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_infected\Drooling cow 5.jpg,0,1,cattle_infected
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_healthy_Non-diseased-muzzle-3_jpeg.rf.b368f203a0670b8fe1cb5d8090579d26.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_infected_123qe-58-_jpg.rf.a8ba32a1cd59ab806034cfef5a2d5082.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_healthy_Normal_Skin_260_png.rf.52e5ad8e3562a33379d036f04be12cc5.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\HolsteinFriesiancattle134.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\Non-diseased-muzzle-34-with-tongue_jpg.rf.1d89dc5723136c3aa4f0f894c84c09dc.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\kaggle_Cow_0057.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_infected\mosap-161-_jpg.rf.24b4415ecbdcbe8361ec8085b2f1443c.jpg,0,1,cattle_infected
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\kaggle_Cow_0056.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\Normal_Skin_252_png.rf.7c4e191d511fbdcc0268c4c0c2e1c412.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_infected\mosap-399-_jpg.rf.9997740152c0eab87d022897beced5e8.jpg,0,1,cattle_infected
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\Non-diseased udder 28.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\fmd_train_infected_mosap-118-_jpg.rf.02d33b29ea4746464fae58849cd98cf2.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\imgs470.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\RedDanecattle81.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\healthy_cattle_Normal_Skin_184_png.rf.bbbc7fa5e09295e79432f1d3d7ae2b6c.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_infected\FMD_27_jpg.rf.c669752a6c893fb14ef8329cc5a06c70 - Copy.jpg,0,1,cattle_infected
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\RedDanecattle35.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\Ayrshirecattle78.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\kaggle_Cow_0068 - Copy.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\BrownSwisscattle30_c.jpg,0,0,cattle_healthy
c:\Users\USER\Desktop\Data_AniLink\cattle_infected\099-IMG_0787_JPG.rf.5c21e0a7eb2361df1aa0a39f66b3276b.jpg,0,1,cattle_infected
c:\Users\USER\Desktop\Data_AniLink\cattle_healthy\kaggle_Cow_0072 - Copy.jpg,0,0,cattle_healthy
